backend,store_size,dom_cat,dom_ratio,seg_mv,seg_cwv,scs,correct_mv,correct_cwv
TF-IDF + LR,50,1,0.64,1,1,0.177972,1,1
TF-IDF + LR,50,5,0.9,5,5,0.384857,1,1
TF-IDF + LR,50,4,0.72,4,4,0.199867,1,1
TF-IDF + LR,50,0,0.84,0,0,0.212507,1,1
TF-IDF + LR,50,0,0.96,0,0,0.305587,1,1
TF-IDF + LR,50,0,0.72,0,0,0.191422,1,1
TF-IDF + LR,50,8,0.84,8,8,0.350382,1,1
TF-IDF + LR,50,7,0.76,7,7,0.227629,1,1
TF-IDF + LR,50,6,0.78,6,6,0.284437,1,1
TF-IDF + LR,50,8,0.94,8,8,0.481234,1,1
TF-IDF + LR,50,9,0.88,9,9,0.258422,1,1
TF-IDF + LR,50,5,0.78,5,5,0.309518,1,1
TF-IDF + LR,50,1,0.64,1,1,0.200501,1,1
TF-IDF + LR,50,8,0.8,8,8,0.25072,1,1
TF-IDF + LR,50,2,0.76,2,2,0.286371,1,1
TF-IDF + LR,50,7,0.86,7,7,0.229601,1,1
TF-IDF + LR,50,10,0.92,10,10,0.412917,1,1
TF-IDF + LR,50,6,0.8,6,6,0.261364,1,1
TF-IDF + LR,50,0,0.74,0,0,0.182499,1,1
TF-IDF + LR,50,4,0.62,4,4,0.133978,1,1
TF-IDF + LR,50,5,0.7,5,5,0.26041,1,1
TF-IDF + LR,50,1,0.88,1,1,0.453283,1,1
TF-IDF + LR,50,10,0.68,10,10,0.235516,1,1
TF-IDF + LR,50,7,0.72,7,7,0.166732,1,1
TF-IDF + LR,50,8,0.92,8,8,0.320656,1,1
TF-IDF + LR,50,2,0.92,2,2,0.359338,1,1
TF-IDF + LR,50,1,0.74,1,1,0.243362,1,1
TF-IDF + LR,50,0,0.66,0,0,0.166835,1,1
TF-IDF + LR,50,5,0.92,5,5,0.456919,1,1
TF-IDF + LR,50,8,0.92,8,8,0.404954,1,1
TF-IDF + LR,50,4,0.82,4,4,0.29674,1,1
TF-IDF + LR,50,8,0.72,8,8,0.264559,1,1
TF-IDF + LR,50,9,0.88,9,9,0.424411,1,1
TF-IDF + LR,50,2,0.96,2,2,0.466841,1,1
TF-IDF + LR,50,6,0.64,6,6,0.158811,1,1
TF-IDF + LR,50,5,0.66,5,5,0.223505,1,1
TF-IDF + LR,50,3,0.66,3,3,0.110482,1,1
TF-IDF + LR,50,1,0.86,1,1,0.314644,1,1
TF-IDF + LR,50,9,0.62,9,9,0.158543,1,1
TF-IDF + LR,50,6,0.78,6,6,0.210626,1,1
TF-IDF + LR,50,4,0.64,4,4,0.139988,1,1
TF-IDF + LR,50,8,0.7,8,8,0.232471,1,1
TF-IDF + LR,50,8,0.8,8,8,0.313372,1,1
TF-IDF + LR,50,9,0.72,9,9,0.264559,1,1
TF-IDF + LR,50,0,0.62,0,0,0.156702,1,1
TF-IDF + LR,50,1,0.6,1,1,0.192023,1,1
TF-IDF + LR,50,1,0.82,1,1,0.326887,1,1
TF-IDF + LR,50,8,0.74,8,8,0.224531,1,1
TF-IDF + LR,50,9,0.7,9,9,0.168596,1,1
TF-IDF + LR,50,0,0.66,0,0,0.170143,1,1
TF-IDF + LR,50,6,0.8,6,6,0.257518,1,1
TF-IDF + LR,50,6,0.88,6,6,0.290326,1,1
TF-IDF + LR,50,4,0.86,4,4,0.200975,1,1
TF-IDF + LR,50,7,0.9,7,7,0.261364,1,1
TF-IDF + LR,50,2,0.66,2,2,0.168967,1,1
TF-IDF + LR,50,0,0.68,0,0,0.187161,1,1
TF-IDF + LR,50,10,0.96,10,10,0.604397,1,1
TF-IDF + LR,50,9,0.8,9,9,0.275723,1,1
TF-IDF + LR,50,9,0.86,9,9,0.300377,1,1
TF-IDF + LR,50,9,0.92,9,9,0.273119,1,1
TF-IDF + LR,50,1,0.86,1,1,0.404954,1,1
TF-IDF + LR,50,8,0.66,8,8,0.211824,1,1
TF-IDF + LR,50,7,0.8,7,7,0.213436,1,1
TF-IDF + LR,50,6,0.64,6,6,0.12705,1,1
TF-IDF + LR,50,7,0.74,7,7,0.244219,1,1
TF-IDF + LR,50,5,0.66,5,5,0.179232,1,1
TF-IDF + LR,50,6,0.82,6,6,0.352996,1,1
TF-IDF + LR,50,5,0.84,5,5,0.421198,1,1
TF-IDF + LR,50,9,1.0,9,9,0.555148,1,1
TF-IDF + LR,50,4,0.84,4,4,0.199867,1,1
TF-IDF + LR,50,8,0.76,8,8,0.266035,1,1
TF-IDF + LR,50,8,0.72,8,8,0.200975,1,1
TF-IDF + LR,50,3,0.9,3,3,0.284437,1,1
TF-IDF + LR,50,7,0.62,7,7,0.106544,1,1
TF-IDF + LR,50,8,0.64,8,8,0.199867,1,1
TF-IDF + LR,50,6,0.84,6,6,0.270026,1,1
TF-IDF + LR,50,9,0.76,9,9,0.201963,1,1
TF-IDF + LR,50,4,0.64,4,4,0.174916,1,1
TF-IDF + LR,50,9,0.76,9,9,0.253783,1,1
TF-IDF + LR,50,5,0.9,5,5,0.473238,1,1
TF-IDF + LR,50,6,0.8,6,6,0.290326,1,1
TF-IDF + LR,50,3,0.96,3,3,0.241213,1,1
TF-IDF + LR,50,10,0.82,10,10,0.287517,1,1
TF-IDF + LR,50,5,0.76,5,5,0.292056,1,1
TF-IDF + LR,50,4,0.92,4,4,0.355364,1,1
TF-IDF + LR,50,9,0.76,9,9,0.218157,1,1
TF-IDF + LR,50,6,0.92,6,6,0.395073,1,1
TF-IDF + LR,50,8,0.8,8,8,0.287517,1,1
TF-IDF + LR,50,0,0.7,0,0,0.128219,1,1
TF-IDF + LR,50,0,0.86,0,0,0.332147,1,1
TF-IDF + LR,50,4,0.96,4,4,0.346505,1,1
TF-IDF + LR,50,2,0.9,2,2,0.289213,1,1
TF-IDF + LR,50,1,0.84,1,1,0.380411,1,1
TF-IDF + LR,50,3,0.92,3,3,0.216467,1,1
TF-IDF + LR,50,9,0.88,9,9,0.338227,1,1
TF-IDF + LR,50,9,0.78,9,9,0.287517,1,1
TF-IDF + LR,50,8,0.76,8,8,0.253543,1,1
TF-IDF + LR,50,10,0.7,10,10,0.25518,1,1
TF-IDF + LR,50,3,0.78,3,3,0.308505,1,1
TF-IDF + LR,50,5,0.68,5,5,0.235352,1,1
TF-IDF + LR,50,10,0.86,10,10,0.384857,1,1
TF-IDF + LR,50,8,0.62,8,8,0.156944,1,1
TF-IDF + LR,50,6,0.84,6,6,0.211824,1,1
TF-IDF + LR,50,6,0.62,6,6,0.152845,1,1
TF-IDF + LR,50,4,0.72,4,4,0.152935,1,1
TF-IDF + LR,50,4,0.94,4,4,0.33246,1,1
TF-IDF + LR,50,7,0.74,7,7,0.172236,1,1
TF-IDF + LR,50,4,0.88,4,4,0.259899,1,1
TF-IDF + LR,50,0,0.98,0,0,0.434943,1,1
TF-IDF + LR,50,0,0.78,0,0,0.204629,1,1
TF-IDF + LR,50,9,0.8,9,9,0.293806,1,1
TF-IDF + LR,50,10,0.64,10,10,0.192955,1,1
TF-IDF + LR,50,3,0.98,3,3,0.22882,1,1
TF-IDF + LR,50,10,0.66,10,10,0.192349,1,1
TF-IDF + LR,50,4,0.74,4,4,0.215223,1,1
TF-IDF + LR,50,1,0.88,1,1,0.355364,1,1
TF-IDF + LR,50,6,0.96,6,6,0.433166,1,1
TF-IDF + LR,50,10,0.88,10,10,0.433166,1,1
TF-IDF + LR,50,0,0.82,0,0,0.220277,1,1
TF-IDF + LR,50,2,0.92,2,2,0.500126,1,1
TF-IDF + LR,50,9,0.84,9,9,0.359338,1,1
TF-IDF + LR,50,1,0.6,1,1,0.179748,1,1
TF-IDF + LR,50,6,0.86,6,6,0.314644,1,1
TF-IDF + LR,50,5,0.8,5,5,0.276762,1,1
TF-IDF + LR,50,1,0.82,1,1,0.372732,1,1
TF-IDF + LR,50,5,0.96,5,5,0.555148,1,1
TF-IDF + LR,50,7,0.7,7,7,0.177043,1,1
TF-IDF + LR,50,7,0.86,7,7,0.230184,1,1
TF-IDF + LR,50,8,0.94,8,8,0.560367,1,1
TF-IDF + LR,50,4,0.78,4,4,0.206188,1,1
TF-IDF + LR,50,10,0.92,10,10,0.319509,1,1
TF-IDF + LR,50,8,0.8,8,8,0.326887,1,1
TF-IDF + LR,50,1,0.62,1,1,0.165107,1,1
TF-IDF + LR,50,4,0.8,4,4,0.204138,1,1
TF-IDF + LR,50,2,0.66,2,2,0.149248,1,1
TF-IDF + LR,50,5,0.78,5,5,0.265326,1,1
TF-IDF + LR,50,4,0.96,4,4,0.31363,1,1
TF-IDF + LR,50,9,0.82,9,9,0.22882,1,1
TF-IDF + LR,50,7,0.9,7,7,0.300377,1,1
TF-IDF + LR,50,5,0.96,5,5,0.588921,1,1
TF-IDF + LR,50,10,0.92,10,10,0.324832,1,1
TF-IDF + LR,50,4,0.6,4,4,0.13577,1,1
TF-IDF + LR,50,2,0.62,2,2,0.168967,1,1
TF-IDF + LR,50,1,0.62,1,1,0.197412,1,1
TF-IDF + LR,50,1,0.7,1,1,0.232139,1,1
TF-IDF + LR,50,2,0.98,2,2,0.453283,1,1
TF-IDF + LR,50,3,0.66,3,3,0.149897,1,1
TF-IDF + LR,50,3,0.6,3,3,0.081314,1,1
TF-IDF + LR,50,10,0.86,10,10,0.352996,1,1
TF-IDF + LR,50,5,0.84,5,5,0.371037,1,1
TF-IDF + LR,50,9,0.64,9,9,0.181033,1,1
TF-IDF + LR,50,6,1.0,6,6,0.456919,1,1
TF-IDF + LR,50,10,0.82,10,10,0.243362,1,1
TF-IDF + LR,50,0,0.9,0,0,0.191373,1,1
TF-IDF + LR,50,4,0.88,4,4,0.387603,1,1
TF-IDF + LR,50,8,0.9,8,8,0.466841,1,1
TF-IDF + LR,50,7,0.64,7,7,0.150837,1,1
TF-IDF + LR,50,7,0.82,7,7,0.283117,1,1
TF-IDF + LR,50,6,0.82,6,6,0.287517,1,1
TF-IDF + LR,50,8,0.9,8,8,0.504454,1,1
TF-IDF + LR,50,1,0.86,1,1,0.434943,1,1
TF-IDF + LR,50,10,0.82,10,10,0.340456,1,1
TF-IDF + LR,50,3,1.0,3,3,0.29674,1,1
TF-IDF + LR,50,1,0.8,1,1,0.309518,1,1
TF-IDF + LR,50,2,0.7,2,2,0.19866,1,1
TF-IDF + LR,50,4,0.82,4,4,0.214241,1,1
TF-IDF + LR,50,8,0.78,8,8,0.33246,1,1
TF-IDF + LR,50,8,0.96,8,8,0.466841,1,1
TF-IDF + LR,50,8,0.7,8,8,0.250536,1,1
TF-IDF + LR,50,8,0.66,8,8,0.198899,1,1
TF-IDF + LR,50,5,0.68,5,5,0.22569,1,1
TF-IDF + LR,50,9,0.76,9,9,0.252471,1,1
TF-IDF + LR,50,7,0.82,7,7,0.149248,1,1
TF-IDF + LR,50,0,0.82,0,0,0.222496,1,1
TF-IDF + LR,50,8,0.88,8,8,0.443924,1,1
TF-IDF + LR,50,3,0.68,3,3,0.092855,1,1
TF-IDF + LR,50,6,0.74,6,6,0.224531,1,1
TF-IDF + LR,50,4,0.64,4,4,0.183322,1,1
TF-IDF + LR,50,10,0.72,10,10,0.271563,1,1
TF-IDF + LR,50,7,0.74,7,7,0.220025,1,1
TF-IDF + LR,50,5,0.96,5,5,0.504454,1,1
TF-IDF + LR,50,5,0.76,5,5,0.290326,1,1
TF-IDF + LR,50,3,0.64,3,3,0.097327,1,1
TF-IDF + LR,50,5,0.7,5,5,0.242055,1,1
TF-IDF + LR,50,4,0.8,4,4,0.226862,1,1
TF-IDF + LR,50,2,0.66,2,2,0.166204,1,1
TF-IDF + LR,50,5,1.0,5,5,0.627095,1,1
TF-IDF + LR,50,10,0.82,10,10,0.299752,1,1
TF-IDF + LR,50,7,0.68,7,7,0.158636,1,1
TF-IDF + LR,50,2,0.98,2,2,0.453283,1,1
TF-IDF + LR,50,0,0.68,0,0,0.147631,1,1
TF-IDF + LR,50,7,0.64,7,7,0.1788,1,1
TF-IDF + LR,50,1,0.96,1,1,0.560367,1,1
TF-IDF + LR,50,6,0.9,6,6,0.274138,1,1
TF-IDF + LR,50,9,0.86,9,9,0.361792,1,1
TF-IDF + LR,50,8,0.94,8,8,0.412917,1,1
TF-IDF + LR,50,3,0.86,3,3,0.153972,1,1
TF-IDF + LR,50,8,0.82,8,8,0.352996,1,1
TF-IDF + LR,50,10,0.7,10,10,0.232201,1,1
TF-IDF + LR,50,5,0.6,5,5,0.155578,1,1
TF-IDF + LR,50,7,0.78,7,7,0.233276,1,1
TF-IDF + LR,50,2,0.68,2,2,0.196709,1,1
TF-IDF + LR,50,0,0.84,0,0,0.344197,1,1
TF-IDF + LR,50,5,0.86,5,5,0.424411,1,1
TF-IDF + LR,50,1,0.86,1,1,0.377765,1,1
TF-IDF + LR,50,4,0.78,4,4,0.210179,1,1
TF-IDF + LR,50,7,0.6,7,7,0.10638,1,1
TF-IDF + LR,50,8,0.8,8,8,0.361792,1,1
TF-IDF + LR,50,7,0.92,7,7,0.26041,1,1
TF-IDF + LR,50,3,0.76,3,3,0.190505,1,1
TF-IDF + LR,50,7,0.88,7,7,0.261364,1,1
TF-IDF + LR,50,2,0.82,2,2,0.216321,1,1
TF-IDF + LR,50,4,0.9,4,4,0.219436,1,1
TF-IDF + LR,50,9,0.96,9,9,0.385706,1,1
TF-IDF + LR,50,6,0.82,6,6,0.270026,1,1
TF-IDF + LR,50,6,0.98,6,6,0.473238,1,1
TF-IDF + LR,50,7,0.88,7,7,0.253543,1,1
TF-IDF + LR,50,10,1.0,10,10,0.858564,1,1
TF-IDF + LR,50,0,0.72,0,0,0.212366,1,1
TF-IDF + LR,50,8,0.9,8,8,0.424411,1,1
TF-IDF + LR,50,2,0.8,2,2,0.266035,1,1
TF-IDF + LR,50,10,0.9,10,10,0.377765,1,1
TF-IDF + LR,50,8,0.96,8,8,0.516293,1,1
TF-IDF + LR,50,4,0.9,4,4,0.212366,1,1
TF-IDF + LR,50,4,0.8,4,4,0.264544,1,1
TF-IDF + LR,50,2,0.82,2,2,0.207229,1,1
TF-IDF + LR,50,4,0.86,4,4,0.221173,1,1
TF-IDF + LR,50,4,0.9,4,4,0.240761,1,1
TF-IDF + LR,50,0,0.82,0,0,0.248258,1,1
TF-IDF + LR,50,6,0.94,6,6,0.314644,1,1
TF-IDF + LR,50,2,0.8,2,2,0.336027,1,1
TF-IDF + LR,50,4,0.76,4,4,0.213059,1,1
TF-IDF + LR,50,5,0.64,5,5,0.205654,1,1
TF-IDF + LR,50,0,0.8,0,0,0.281886,1,1
TF-IDF + LR,50,3,0.62,3,3,0.127611,1,1
TF-IDF + LR,50,2,0.62,2,2,0.18092,1,1
TF-IDF + LR,50,7,0.88,7,7,0.289213,1,1
TF-IDF + LR,50,4,0.96,4,4,0.20842,1,1
TF-IDF + LR,50,3,0.72,3,3,0.146445,1,1
TF-IDF + LR,50,0,0.9,0,0,0.325422,1,1
TF-IDF + LR,50,1,0.86,1,1,0.443924,1,1
TF-IDF + LR,50,1,0.9,1,1,0.377765,1,1
TF-IDF + LR,50,1,0.86,1,1,0.412917,1,1
TF-IDF + LR,50,10,0.72,10,10,0.236173,1,1
TF-IDF + LR,50,1,0.64,1,1,0.175814,1,1
TF-IDF + LR,50,2,0.66,2,2,0.196379,1,1
TF-IDF + LR,50,7,0.74,7,7,0.177863,1,1
TF-IDF + LR,50,8,0.9,8,8,0.453283,1,1
TF-IDF + LR,50,8,0.92,8,8,0.311433,1,1
TF-IDF + LR,50,0,0.88,0,0,0.353093,1,1
TF-IDF + LR,50,7,0.96,7,7,0.318894,1,1
TF-IDF + LR,50,2,0.86,2,2,0.399871,1,1
TF-IDF + LR,50,7,0.66,7,7,0.13656,1,1
TF-IDF + LR,50,8,0.76,8,8,0.246897,1,1
TF-IDF + LR,50,7,0.92,7,7,0.456919,1,1
TF-IDF + LR,50,3,0.82,3,3,0.126113,1,1
TF-IDF + LR,50,10,0.84,10,10,0.311433,1,1
TF-IDF + LR,50,8,0.98,8,8,0.620708,1,1
TF-IDF + LR,50,8,1.0,8,8,0.436565,1,1
TF-IDF + LR,50,5,0.92,5,5,0.500126,1,1
TF-IDF + LR,50,0,0.66,0,0,0.161246,1,1
TF-IDF + LR,50,9,1.0,9,9,0.516293,1,1
TF-IDF + LR,50,0,0.72,0,0,0.162073,1,1
TF-IDF + LR,50,0,0.68,0,0,0.182336,1,1
TF-IDF + LR,50,4,0.94,4,4,0.414462,1,1
TF-IDF + LR,50,8,0.8,8,8,0.330335,1,1
TF-IDF + LR,50,3,0.82,3,3,0.188696,1,1
TF-IDF + LR,50,0,0.9,0,0,0.348021,1,1
TF-IDF + LR,50,1,0.84,1,1,0.338227,1,1
TF-IDF + LR,50,5,0.92,5,5,0.384857,1,1
TF-IDF + LR,50,1,0.76,1,1,0.270026,1,1
TF-IDF + LR,50,2,0.8,2,2,0.254283,1,1
TF-IDF + LR,50,10,0.84,10,10,0.340456,1,1
TF-IDF + LR,50,9,0.68,9,9,0.191545,1,1
TF-IDF + LR,50,5,0.78,5,5,0.321988,1,1
TF-IDF + LR,50,6,0.98,6,6,0.489009,1,1
TF-IDF + LR,50,8,0.84,8,8,0.321988,1,1
TF-IDF + LR,50,2,1.0,2,2,0.523948,1,1
TF-IDF + LR,50,0,0.92,0,0,0.295884,1,1
TF-IDF + LR,50,2,0.8,2,2,0.294955,1,1
TF-IDF + LR,50,1,0.72,1,1,0.224531,1,1
TF-IDF + LR,50,9,0.82,9,9,0.271563,1,1
TF-IDF + LR,50,5,0.72,5,5,0.238656,1,1
TF-IDF + LR,50,7,0.78,7,7,0.205826,1,1
TF-IDF + LR,50,4,0.74,4,4,0.171136,1,1
TF-IDF + LR,50,0,0.8,0,0,0.18092,1,1
TF-IDF + LR,50,7,0.68,7,7,0.15217,1,1
TF-IDF + LR,50,2,0.66,2,2,0.189914,1,1
TF-IDF + LR,50,10,0.64,10,10,0.201832,1,1
TF-IDF + LR,50,1,0.82,1,1,0.387603,1,1
TF-IDF + LR,50,9,0.86,9,9,0.309518,1,1
TF-IDF + LR,50,2,0.76,2,2,0.258956,1,1
TF-IDF + LR,50,1,0.62,1,1,0.198899,1,1
TF-IDF + LR,50,10,0.98,10,10,0.529042,1,1
TF-IDF + LR,50,3,0.6,3,3,0.140661,1,1
TF-IDF + LR,50,7,0.94,7,7,0.241213,1,1
TF-IDF + LR,50,10,0.88,10,10,0.433166,1,1
TF-IDF + LR,50,2,0.78,2,2,0.265326,1,1
TF-IDF + LR,50,3,0.84,3,3,0.189596,1,1
TF-IDF + LR,50,1,0.74,1,1,0.264544,1,1
TF-IDF + LR,50,7,0.72,7,7,0.196096,1,1
TF-IDF + LR,50,8,0.82,8,8,0.299733,1,1
TF-IDF + LR,50,8,0.74,8,8,0.253783,1,1
TF-IDF + LR,50,3,0.78,3,3,0.135491,1,1
TF-IDF + LR,50,8,0.72,8,8,0.253783,1,1
TF-IDF + LR,50,6,0.98,6,6,0.529042,1,1
TF-IDF + LR,50,2,0.7,2,2,0.172236,1,1
TF-IDF + LR,50,4,0.8,4,4,0.205158,1,1
TF-IDF + LR,50,3,0.94,3,3,0.286371,1,1
TF-IDF + LR,50,3,0.66,3,3,0.148357,1,1
TF-IDF + LR,50,0,0.98,0,0,0.401348,1,1
TF-IDF + LR,50,3,0.98,3,3,0.230184,1,1
TF-IDF + LR,50,9,0.64,9,9,0.196709,1,1
TF-IDF + LR,50,2,0.62,2,2,0.181589,1,1
TF-IDF + LR,50,8,0.86,8,8,0.319942,1,1
TF-IDF + LR,50,0,0.66,0,0,0.162713,1,1
TF-IDF + LR,50,5,0.66,5,5,0.208553,1,1
TF-IDF + LR,50,5,0.8,5,5,0.324832,1,1
TF-IDF + LR,50,0,0.78,0,0,0.22882,1,1
TF-IDF + LR,50,8,0.96,8,8,0.355364,1,1
TF-IDF + LR,50,4,0.9,4,4,0.290326,1,1
TF-IDF + LR,50,5,0.82,5,5,0.30641,1,1
TF-IDF + LR,50,8,0.78,8,8,0.287517,1,1
TF-IDF + LR,50,6,0.92,6,6,0.300621,1,1
TF-IDF + LR,50,2,0.66,2,2,0.187229,1,1
TF-IDF + LR,50,4,0.78,4,4,0.218306,1,1
TF-IDF + LR,50,2,0.98,2,2,0.858564,1,1
TF-IDF + LR,50,5,0.94,5,5,0.529042,1,1
TF-IDF + LR,50,0,0.62,0,0,0.141866,1,1
TF-IDF + LR,50,5,0.94,5,5,0.453283,1,1
TF-IDF + LR,50,6,0.82,6,6,0.340456,1,1
TF-IDF + LR,50,8,0.84,8,8,0.319942,1,1
TF-IDF + LR,50,9,0.64,9,9,0.193409,1,1
TF-IDF + LR,50,0,0.96,0,0,0.336027,1,1
TF-IDF + LR,50,9,0.86,9,9,0.301578,1,1
TF-IDF + LR,50,4,1.0,4,4,0.399871,1,1
TF-IDF + LR,50,2,0.96,2,2,0.410911,1,1
TF-IDF + LR,50,5,0.72,5,5,0.212366,1,1
TF-IDF + LR,50,10,0.86,10,10,0.350382,1,1
TF-IDF + LR,50,2,0.62,2,2,0.177241,1,1
TF-IDF + LR,50,8,0.8,8,8,0.311433,1,1
TF-IDF + LR,50,1,0.7,1,1,0.246897,1,1
TF-IDF + LR,50,4,0.64,4,4,0.203615,1,1
TF-IDF + LR,50,10,0.72,10,10,0.242055,1,1
TF-IDF + LR,50,8,0.96,8,8,0.574679,1,1
TF-IDF + LR,50,4,0.76,4,4,0.22882,1,1
TF-IDF + LR,50,9,0.88,9,9,0.298789,1,1
TF-IDF + LR,50,3,0.74,3,3,0.162356,1,1
TF-IDF + LR,50,7,0.84,7,7,0.213068,1,1
TF-IDF + LR,50,10,0.68,10,10,0.199867,1,1
TF-IDF + LR,50,8,0.64,8,8,0.180184,1,1
TF-IDF + LR,50,7,0.9,7,7,0.244861,1,1
TF-IDF + LR,50,9,0.94,9,9,0.384857,1,1
TF-IDF + LR,50,1,0.66,1,1,0.188547,1,1
TF-IDF + LR,50,1,0.86,1,1,0.456919,1,1
TF-IDF + LR,50,0,0.94,0,0,0.255219,1,1
TF-IDF + LR,50,8,0.94,8,8,0.326441,1,1
TF-IDF + LR,50,5,0.84,5,5,0.292056,1,1
TF-IDF + LR,50,7,0.68,7,7,0.173566,1,1
TF-IDF + LR,50,6,0.62,6,6,0.16474,1,1
TF-IDF + LR,50,0,1.0,0,0,0.314114,1,1
TF-IDF + LR,50,9,0.68,9,9,0.159249,1,1
TF-IDF + LR,50,3,1.0,3,3,0.293806,1,1
TF-IDF + LR,50,7,0.62,7,7,0.126637,1,1
TF-IDF + LR,50,3,0.64,3,3,0.096029,1,1
TF-IDF + LR,50,6,0.64,6,6,0.190034,1,1
TF-IDF + LR,50,2,0.88,2,2,0.340753,1,1
TF-IDF + LR,50,10,1.0,10,10,0.604397,1,1
TF-IDF + LR,50,9,0.66,9,9,0.200501,1,1
TF-IDF + LR,50,8,0.9,8,8,0.352996,1,1
TF-IDF + LR,50,0,0.9,0,0,0.303445,1,1
TF-IDF + LR,50,9,0.66,9,9,0.189129,1,1
TF-IDF + LR,50,1,0.96,1,1,0.453283,1,1
TF-IDF + LR,50,0,0.74,0,0,0.154572,1,1
TF-IDF + LR,50,8,0.9,8,8,0.287263,1,1
TF-IDF + LR,50,6,0.72,6,6,0.200975,1,1
TF-IDF + LR,50,9,0.8,9,9,0.259147,1,1
TF-IDF + LR,50,6,0.84,6,6,0.281666,1,1
TF-IDF + LR,50,10,0.88,10,10,0.466841,1,1
TF-IDF + LR,50,8,0.9,8,8,0.412917,1,1
TF-IDF + LR,50,10,0.78,10,10,0.252123,1,1
TF-IDF + LR,50,8,0.66,8,8,0.232201,1,1
TF-IDF + LR,50,2,0.66,2,2,0.166357,1,1
TF-IDF + LR,50,8,0.94,8,8,0.453283,1,1
TF-IDF + LR,50,10,0.96,10,10,0.504454,1,1
TF-IDF + LR,50,6,0.98,6,6,0.516293,1,1
TF-IDF + LR,50,2,0.74,2,2,0.230329,1,1
TF-IDF + LR,50,10,0.88,10,10,0.424411,1,1
TF-IDF + LR,50,9,0.7,9,9,0.170755,1,1
TF-IDF + LR,50,10,0.76,10,10,0.204495,1,1
TF-IDF + LR,50,3,0.82,3,3,0.266035,1,1
TF-IDF + LR,50,5,0.74,5,5,0.236622,1,1
TF-IDF + LR,50,2,0.84,2,2,0.316623,1,1
TF-IDF + LR,50,9,0.74,9,9,0.271563,1,1
KoBERT,50,0,0.8,0,0,0.201807,1,1
KoBERT,50,10,0.8,10,10,0.275723,1,1
KoBERT,50,6,0.98,6,6,0.604397,1,1
KoBERT,50,8,0.82,8,8,0.261364,1,1
KoBERT,50,8,0.7,8,8,0.236589,1,1
KoBERT,50,8,0.96,8,8,0.555148,1,1
KoBERT,50,7,0.82,7,7,0.244219,1,1
KoBERT,50,0,0.88,0,0,0.259899,1,1
KoBERT,50,3,0.68,3,3,0.140705,1,1
KoBERT,50,3,0.92,3,3,0.199867,1,1
KoBERT,50,1,0.68,1,1,0.244219,1,1
KoBERT,50,4,0.96,4,4,0.438801,1,1
KoBERT,50,1,0.74,1,1,0.270026,1,1
KoBERT,50,8,0.86,8,8,0.371037,1,1
KoBERT,50,4,0.76,4,4,0.141352,1,1
KoBERT,50,9,0.86,9,9,0.283117,1,1
KoBERT,50,10,0.96,10,10,0.529042,1,1
KoBERT,50,8,0.7,8,8,0.238656,1,1
KoBERT,50,8,0.74,8,8,0.300724,1,1
KoBERT,50,8,0.72,8,8,0.236589,1,1
KoBERT,50,2,0.78,2,2,0.243362,1,1
KoBERT,50,10,0.76,10,10,0.276762,1,1
KoBERT,50,5,0.9,5,5,0.541781,1,1
KoBERT,50,5,0.66,5,5,0.223384,1,1
KoBERT,50,3,0.6,3,3,0.131123,1,1
KoBERT,50,4,0.74,4,4,0.177863,1,1
KoBERT,50,4,0.62,4,4,0.126182,1,1
KoBERT,50,5,0.84,5,5,0.384857,1,1
KoBERT,50,9,0.64,9,9,0.186658,1,1
KoBERT,50,9,0.78,9,9,0.265326,1,1
KoBERT,50,6,0.72,6,6,0.239928,1,1
KoBERT,50,10,0.76,10,10,0.261364,1,1
KoBERT,50,5,0.94,5,5,0.529042,1,1
KoBERT,50,1,0.96,1,1,0.529042,1,1
KoBERT,50,6,0.68,6,6,0.183513,1,1
KoBERT,50,5,0.72,5,5,0.267527,1,1
KoBERT,50,2,0.84,2,2,0.33246,1,1
KoBERT,50,9,0.78,9,9,0.212536,1,1
KoBERT,50,6,0.84,6,6,0.246199,1,1
KoBERT,50,3,0.96,3,3,0.242055,1,1
KoBERT,50,0,0.68,0,0,0.205294,1,1
KoBERT,50,5,0.74,5,5,0.284437,1,1
KoBERT,50,4,1.0,4,4,0.338057,1,1
KoBERT,50,3,1.0,3,3,0.234694,1,1
KoBERT,50,6,0.7,6,6,0.211308,1,1
KoBERT,50,1,0.9,1,1,0.489009,1,1
KoBERT,50,0,0.92,0,0,0.271195,1,1
KoBERT,50,7,0.94,7,7,0.368457,1,1
KoBERT,50,7,0.78,7,7,0.223661,1,1
KoBERT,50,0,0.62,0,0,0.170246,1,1
KoBERT,50,0,0.9,0,0,0.346505,1,1
KoBERT,50,9,0.98,9,9,0.384857,1,1
KoBERT,50,2,0.86,2,2,0.314114,1,1
KoBERT,50,7,0.72,7,7,0.175708,1,1
KoBERT,50,6,0.68,6,6,0.199867,1,1
KoBERT,50,4,0.64,4,4,0.135643,1,1
KoBERT,50,1,0.9,1,1,0.541781,1,1
KoBERT,50,6,0.84,6,6,0.318894,1,1
KoBERT,50,3,0.8,3,3,0.210626,1,1
KoBERT,50,4,0.8,4,4,0.261364,1,1
KoBERT,50,7,0.68,7,7,0.182451,1,1
KoBERT,50,8,0.98,8,8,0.748659,1,1
KoBERT,50,5,0.68,5,5,0.214516,1,1
KoBERT,50,1,0.76,1,1,0.271563,1,1
